"age","workclass","educational.num","marital.status","occupation","relationship","gender","capital.gain","capital.loss","hours.per.week","income_.50K"
0.262681665901812,"Private",-2.39081383375361,"Widowed","Handlers-cleaners","Not-in-family","Female",-0.146421882415384,-0.219503881311431,-0.49177801141286,0
-0.265891047416898,"Private",1.12882018060689,"Never-married","Prof-specialty","Not-in-family","Male",-0.146421882415384,-0.219503881311431,0.340550049908963,0
-0.71895337311865,"Private",1.51989062664695,"Married-civ-spouse","Prof-specialty","Husband","Male",-0.146421882415384,-0.219503881311431,-0.0756139807519486,1
1.09329592968836,"Private",-0.826532049593387,"Married-civ-spouse","Craft-repair","Husband","Male",-0.146421882415384,-0.219503881311431,-0.0756139807519486,1
1.54635825539011,"Private",-1.6086729416735,"Widowed","Other-service","Other-relative","Female",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
-0.492422210267774,"Private",-0.435461603553331,"Married-civ-spouse","Craft-repair","Husband","Male",12.9427243598246,-0.219503881311431,-0.0756139807519486,1
-0.341401435033857,"Private",-0.435461603553331,"Never-married","Other-service","Not-in-family","Female",-0.146421882415384,-0.219503881311431,-1.07440765433814,0
-1.32303647405432,"Private",-1.6086729416735,"Married-civ-spouse","Craft-repair","Husband","Male",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
1.84839980585794,"Private",-2.39081383375361,"Married-civ-spouse","Craft-repair","Husband","Male",0.30790692694086,-0.219503881311431,0.340550049908963,0
2.98105562011232,"Self-emp-not-inc",-2.39081383375361,"Married-civ-spouse","Transport-moving","Husband","Male",-0.146421882415384,-0.219503881311431,-1.7402701033956,0
0.489212828752687,"Private",0.34667928852678,"Never-married","Sales","Not-in-family","Female",1.73110402983064,-0.219503881311431,0.59024846830551,1
-0.71895337311865,"Private",1.12882018060689,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0.808833562897744,-0.219503881311431,-0.0756139807519486,1
0.640233603986604,"Private",1.12882018060689,"Married-civ-spouse","Exec-managerial","Husband","Male",-0.146421882415384,-0.219503881311431,0.340550049908963,1
0.564723216369646,"Private",1.12882018060689,"Married-civ-spouse","Adm-clerical","Wife","Female",-0.146421882415384,-0.219503881311431,-0.0756139807519486,1
-0.643442985501691,"Private",1.12882018060689,"Married-civ-spouse","Exec-managerial","Husband","Male",0.808833562897744,-0.219503881311431,-0.0756139807519486,1
0.413702441135729,"Private",-0.435461603553331,"Married-civ-spouse","Craft-repair","Husband","Male",0.223873767734087,-0.219503881311431,0.0908516315124162,0
2.07493096870882,"Private",-2.78188427979367,"Married-spouse-absent","Handlers-cleaners","Unmarried","Female",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
-0.945484535969526,"Private",1.12882018060689,"Never-married","Adm-clerical","Not-in-family","Female",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
-1.47405724928824,"Private",-0.435461603553331,"Never-married","Sales","Own-child","Male",-0.146421882415384,-0.219503881311431,-1.32410607273468,0
0.413702441135729,"Private",-0.0443911575132756,"Married-civ-spouse","Craft-repair","Husband","Male",-0.146421882415384,-0.219503881311431,2.00520617255261,0
-0.567932597884733,"Private",-0.435461603553331,"Never-married","Machine-op-inspct","Not-in-family","Male",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
0.640233603986604,"Private",0.737749734566836,"Married-civ-spouse","Exec-managerial","Wife","Female",-0.146421882415384,-0.219503881311431,1.17287811123079,1
-0.945484535969526,"Private",-0.435461603553331,"Never-married","Tech-support","Unmarried","Female",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
-0.341401435033857,"Private",1.12882018060689,"Separated","Sales","Not-in-family","Male",-0.146421882415384,6.72642838377334,0.756714080569875,1
0.640233603986604,"Private",1.12882018060689,"Never-married","Sales","Own-child","Male",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
0.489212828752687,"Private",1.12882018060689,"Married-civ-spouse","Tech-support","Husband","Male",-0.146421882415384,-0.219503881311431,0.756714080569875,1
0.0361505030509359,"Private",-0.435461603553331,"Divorced","Sales","Not-in-family","Female",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
-0.341401435033857,"Private",-0.0443911575132756,"Married-civ-spouse","Adm-clerical","Husband","Male",-0.146421882415384,-0.219503881311431,-0.0756139807519486,1
-0.869974148352567,"Private",-0.435461603553331,"Never-married","Transport-moving","Own-child","Female",-0.146421882415384,-0.219503881311431,-2.15643413405651,0
0.33819205351877,"Private",1.12882018060689,"Married-civ-spouse","Craft-repair","Husband","Male",-0.146421882415384,-0.219503881311431,3.58662948906408,1
0.715743991603563,"Private",1.51989062664695,"Married-civ-spouse","Exec-managerial","Wife","Female",-0.146421882415384,4.4586700451019,-0.242079593016313,1
-1.09650531120344,"Federal-gov",-0.0443911575132756,"Never-married","Armed-Forces","Not-in-family","Male",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
0.262681665901812,"Private",-0.0443911575132756,"Divorced","Prof-specialty","Unmarried","Female",-0.146421882415384,-0.219503881311431,-1.7402701033956,0
0.0361505030509359,"Private",-0.435461603553331,"Never-married","Handlers-cleaners","Own-child","Male",-0.146421882415384,-0.219503881311431,1.5890421418917,0
0.86676476683748,"Private",-0.435461603553331,"Separated","Sales","Unmarried","Female",-0.146421882415384,-0.219503881311431,1.17287811123079,0
1.16880631730531,"Private",1.12882018060689,"Married-civ-spouse","Exec-managerial","Husband","Male",-0.146421882415384,-0.219503881311431,1.17287811123079,1
0.640233603986604,"Private",-0.435461603553331,"Never-married","Machine-op-inspct","Unmarried","Male",-0.146421882415384,-0.219503881311431,1.25611091736297,0
-1.09650531120344,"Private",1.12882018060689,"Never-married","Adm-clerical","Other-relative","Female",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
-1.02099492358648,"Private",1.12882018060689,"Never-married","Prof-specialty","Not-in-family","Male",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
0.715743991603563,"Self-emp-not-inc",1.12882018060689,"Married-civ-spouse","Prof-specialty","Husband","Male",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
0.262681665901812,"Private",1.12882018060689,"Married-civ-spouse","Tech-support","Husband","Male",-0.146421882415384,-0.219503881311431,0.340550049908963,1
-1.39854686167128,"Private",0.34667928852678,"Never-married","Farming-fishing","Own-child","Male",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
-0.71895337311865,"Federal-gov",-0.435461603553331,"Divorced","Exec-managerial","Not-in-family","Female",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
1.54635825539011,"Private",1.12882018060689,"Widowed","Exec-managerial","Unmarried","Male",-0.146421882415384,7.16915777744022,-0.0756139807519486,1
0.942275154454439,"Private",-0.435461603553331,"Married-civ-spouse","Transport-moving","Husband","Male",-0.146421882415384,-0.219503881311431,1.5890421418917,0
-1.54956763690519,"Private",-0.0443911575132756,"Never-married","Tech-support","Not-in-family","Female",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
-1.09650531120344,"Private",1.12882018060689,"Never-married","Adm-clerical","Own-child","Male",-0.146421882415384,-0.219503881311431,-0.242079593016313,0
1.16880631730531,"Private",-0.435461603553331,"Widowed","Other-service","Not-in-family","Female",-0.146421882415384,-0.219503881311431,-2.15643413405651,0
-1.24752608643736,"Private",-0.826532049593387,"Married-spouse-absent","Other-service","Unmarried","Female",-0.146421882415384,-0.219503881311431,0.756714080569875,0
-0.794463760735609,"Private",-0.435461603553331,"Married-civ-spouse","Transport-moving","Husband","Male",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
-0.869974148352567,"Self-emp-inc",-0.826532049593387,"Married-civ-spouse","Adm-clerical","Husband","Male",-0.146421882415384,-0.219503881311431,-0.0756139807519486,1
0.33819205351877,"Self-emp-not-inc",-0.0443911575132756,"Married-civ-spouse","Farming-fishing","Husband","Male",-0.146421882415384,-0.219503881311431,1.5890421418917,1
-0.265891047416898,"Private",1.12882018060689,"Married-civ-spouse","Prof-specialty","Husband","Male",-0.146421882415384,-0.219503881311431,1.17287811123079,0
-0.945484535969526,"Local-gov",1.12882018060689,"Never-married","Prof-specialty","Not-in-family","Female",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
-1.09650531120344,"Private",-0.0443911575132756,"Married-civ-spouse","Machine-op-inspct","Husband","Male",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
0.640233603986604,"Self-emp-inc",1.910961072687,"Never-married","Other-service","Not-in-family","Male",-0.146421882415384,-0.219503881311431,1.5890421418917,1
0.489212828752687,"Private",1.12882018060689,"Divorced","Exec-managerial","Not-in-family","Male",-0.146421882415384,-0.219503881311431,0.340550049908963,0
-1.02099492358648,"Private",-0.435461603553331,"Never-married","Other-service","Not-in-family","Female",-0.146421882415384,-0.219503881311431,-0.242079593016313,0
-0.643442985501691,"Private",1.910961072687,"Married-civ-spouse","Prof-specialty","Wife","Female",-0.146421882415384,-0.219503881311431,0.340550049908963,1
-0.341401435033857,"Private",2.30203151872706,"Never-married","Prof-specialty","Not-in-family","Male",-0.146421882415384,-0.219503881311431,-0.0756139807519486,1
2.52799329441057,"State-gov",-2.39081383375361,"Widowed","Other-service","Unmarried","Female",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
-1.47405724928824,"Private",-0.435461603553331,"Never-married","Other-service","Own-child","Male",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
0.791254379220522,"Local-gov",-0.435461603553331,"Married-civ-spouse","Machine-op-inspct","Husband","Male",-0.146421882415384,-0.219503881311431,-0.0756139807519486,1
1.16880631730531,"Private",0.737749734566836,"Married-spouse-absent","Machine-op-inspct","Unmarried","Female",-0.146421882415384,-0.219503881311431,-0.0756139807519486,0
0.564723216369646,"Private",1.12882018060689,"Never-married","Sales","Not-in-family","Male",-0.146421882415384,-0.219503881311431,0.340550049908963,1
-1.24752608643736,"Private",0.737749734566836,"Never-married","Adm-clerical","Own-child","Female",-0.146421882415384,-0.219503881311431,-1.15764046047032,0
